0,30
1,70
2,23
3,77
4,2
5,12
6,37
7,99
8,82
9,75
10,16
11,71
12,9
13,87
14,20
15,21
16,57
17,30
18,75
19,40
20,82
21,77
22,47
23,41
24,95
25,62
26,46
27,75
28,69
29,100
30,46
31,1
32,88
33,12
34,7
35,50
36,43
37,97
38,85
39,93
40,31
41,29
42,72
43,80
44,50
45,100
46,99
47,99
48,47
49,78
50,10
51,51
52,51
53,71
54,97
55,88
56,17
57,68
58,3
59,29
60,77
61,38
62,38
63,22
64,45
65,73
66,46
67,50
68,56
69,42
70,36
71,40
72,48
73,94
74,43
75,46
76,11
77,11
78,76
79,87
80,72
81,13
82,14
83,62
84,56
85,49
86,23
87,45
88,13
89,91
90,36
91,47
92,92
93,56
94,30
95,77
96,45
97,73
98,51
99,55
100,39
101,36
102,4
103,84
104,70
105,93
106,63
107,87
108,29
109,42
110,9
111,42
112,29
113,73
114,93
115,24
116,32
117,76
118,74
119,28
120,27
121,59
122,63
123,87
124,95
125,11
126,79
127,63
128,96
129,47
130,7
131,13
132,50
133,18
134,45
135,34
136,9
137,91
138,101
139,90
140,90
141,54
142,72
143,53
144,50
145,71
146,72
147,49
148,91
149,67
150,99
151,84
152,36
153,42
154,85
155,46
156,64
157,6
158,29
159,68
160,74
161,45
162,44
163,4
164,83
165,97
166,87
167,54
168,54
169,29
170,7
171,77
172,16
173,29
174,72
175,35
176,63
177,72
178,64
179,83
180,11
181,84
182,63
183,79
184,22
185,72
186,4
187,74
188,50
189,72
190,82
191,51
192,80
193,42
194,72
195,91
196,57
197,29
198,43
199,29
200,44
201,65
202,26
203,68
204,45
205,7
206,50
207,94
208,45
209,53
210,50
211,98
212,83
213,29
214,72
215,71
216,77
217,101
218,95
219,9
220,88
221,89
222,0
223,95
224,56
225,87
226,54
227,50
228,82
229,34
230,84
231,28
232,69
233,36
234,61
235,42
236,93
237,1
238,37
239,26
240,40
241,15
242,83
243,40
244,72
245,53
246,29
247,94
248,64
249,22
250,95
251,41
252,26
253,76
254,35
255,69
256,45
257,22
258,80
259,59
260,50
261,7
262,71
263,95
264,95
265,70
266,38
267,45
268,3
269,59
270,72
271,60
272,29
273,59
274,35
275,94
276,80
277,69
278,55
279,81
280,23
281,101
282,76
283,80
284,84
285,95
286,64
287,69
288,93
289,55
290,29
291,79
292,22
293,45
294,80
295,40
296,24
297,93
298,63
299,51
300,88
301,6
302,6
303,46
304,24
305,87
306,51
307,96
308,65
309,7
310,95
311,70
312,49
313,84
314,22
315,80
316,29
317,81
318,41
319,53
320,97
321,76
322,88
323,10
324,53
325,77
326,29
327,75
328,65
329,43
330,87
331,52
332,73
333,75
334,29
335,36
336,67
337,74
338,65
339,28
340,50
341,21
342,96
343,29
344,14
345,93
346,77
347,54
348,42
349,45
350,29
351,42
352,60
353,40
354,20
355,81
356,91
357,87
358,78
359,66
360,82
361,101
362,69
363,29
364,43
365,90
366,32
367,85
368,96
369,20
370,93
371,58
372,44
373,5
374,16
375,0
376,57
377,56
378,77
379,57
380,82
381,14
382,52
383,3
384,42
385,16
386,77
387,81
388,31
389,85
390,88
391,41
392,87
393,75
394,1
395,43
396,99
397,58
398,82
399,49
400,31
401,95
402,74
403,78
404,57
405,83
406,65
407,73
408,58
409,98
410,55
411,28
412,92
413,79
414,60
415,80
416,45
417,71
418,92
419,36
420,76
421,41
422,37
423,50
424,36
425,69
426,85
427,63
428,59
429,70
430,77
431,12
432,3
433,95
434,32
435,27
436,88
437,81
438,43
439,98
440,35
441,5
442,53
443,86
444,12
445,45
446,99
447,81
448,57
449,67
450,29
451,56
452,62
453,79
454,2
455,45
456,50
457,83
458,21
459,47
460,76
461,20
462,76
463,95
464,47
465,18
466,72
467,37
468,82
469,29
470,94
471,74
472,17
473,42
474,17
475,57
476,32
477,72
478,43
479,93
480,24
481,15
482,97
483,42
484,6
485,33
486,64
487,17
488,39
489,32
490,42
491,74
492,54
493,14
494,24
495,75
496,22
497,83
498,45
499,88
500,98
501,43
502,70
503,95
504,62
505,78
506,85
507,36
508,72
509,80
510,32
511,48
512,46
513,64
514,59
515,39
516,22
517,51
518,77
519,67
520,11
521,76
522,41
523,52
524,46
525,46
526,41
527,25
528,55
529,51
530,75
531,7
532,93
533,50
534,50
535,94
536,71
537,45
538,19
539,50
540,75
541,95
542,72
543,73
544,80
545,28
546,88
547,16
548,36
549,24
550,15
551,69
552,47
553,30
554,28
555,27
556,50
557,77
558,37
559,93
560,40
561,39
562,42
563,6
564,7
565,26
566,51
567,83
568,68
569,26
570,28
571,93
572,66
573,76
574,96
575,43
576,13
577,6
578,27
579,93
580,72
581,48
582,20
583,43
584,82
585,48
586,49
587,92
588,8
589,47
590,74
591,49
592,68
593,47
594,100
595,73
596,57
597,95
598,52
599,81
600,45
601,81
602,55
603,53
604,42
605,43
606,74
607,26
608,87
609,32
610,74
611,72
612,13
613,16
614,21
615,23
616,10
617,14
618,71
619,72
620,97
621,84
622,80
623,6
624,79
625,73
626,74
627,11
628,50
629,50
630,80
631,73
632,0
633,73
634,12
635,96
636,97
637,96
638,58
639,58
640,36
641,76
642,99
643,87
644,43
645,87
646,82
647,80
648,4
649,74
650,33
651,64
652,11
653,56
654,48
655,11
656,73
657,72
658,29
659,40
660,28
661,86
662,76
663,72
664,94
665,11
666,53
667,38
668,45
669,95
670,30
671,54
672,32
673,14
674,15
675,99
676,81
677,36
678,54
679,64
680,40
681,85
682,55
683,27
684,47
685,42
686,80
687,88
688,37
689,31
690,73
691,33
692,59
693,30
694,90
695,79
696,83
697,10
698,45
699,76
700,97
701,76
702,57
703,8
704,11
705,57
706,54
707,96
708,91
709,87
710,59
711,70
712,13
713,49
714,32
715,29
716,29
717,49
718,74
719,40
720,59
721,67
722,80
723,6
724,60
725,42
726,70
727,76
728,16
729,74
730,72
731,88
732,71
733,9
734,71
735,55
736,42
737,42
738,55
739,36
740,13
741,58
742,95
743,82
744,72
745,36
746,3
747,67
748,57
749,84
750,94
751,83
752,97
753,7
754,41
755,50
756,59
757,40
758,46
759,82
760,9
761,79
762,69
763,28
764,42
765,80
766,73
767,70
768,46
769,79
770,71
771,34
772,81
773,49
774,70
775,80
776,101
777,6
778,16
779,72
780,72
781,77
782,73
783,11
784,74
785,79
786,49
787,79
788,57
789,13
790,42
791,73
792,59
793,26
794,72
795,100
796,7
797,11
798,75
799,87
800,20
801,43
802,59
803,70
804,98
805,53
806,59
807,40
808,2
809,63
810,30
811,59
812,77
813,68
814,93
815,12
816,29
817,93
818,93
819,76
820,48
821,22
822,52
823,41
824,13
825,97
826,40
827,27
828,10
829,66
830,30
831,4
832,39
833,72
834,87
835,64
836,77
837,17
838,93
839,38
840,80
841,69
842,96
843,20
844,71
845,50
846,55
847,86
848,80
849,50
850,40
851,29
852,81
853,53
854,73
855,24
856,30
857,76
858,82
859,77
860,57
861,101
862,24
863,46
864,52
865,11
866,95
867,93
868,76
869,33
870,64
871,94
872,88
873,93
874,16
875,22
876,40
877,16
878,55
879,93
880,19
881,74
882,83
883,58
884,73
885,93
886,73
887,42
888,71
889,66
890,24
891,74
892,93
893,7
894,29
895,13
896,28
897,59
898,36
899,3
900,51
901,12
902,61
903,76
904,29
905,95
906,29
907,76
908,100
909,31
910,95
911,36
912,42
913,25
914,65
915,42
916,68
917,93
918,54
919,72
920,62
921,80
922,57
923,77
924,61
925,83
926,16
927,11
928,6
929,83
930,75
931,73
932,77
933,42
934,66
935,73
936,28
937,80
938,81
939,93
940,74
941,88
942,11
943,75
944,72
945,56
946,7
947,94
948,56
949,85
950,27
951,8
952,49
953,82
954,76
955,93
956,86
957,19
958,73
959,93
960,90
961,73
962,93
963,27
964,87
965,45
966,72
967,50
968,64
969,38
970,93
971,83
972,42
973,16
974,0
975,89
976,62
977,58
978,86
979,7
980,24
981,95
982,8
983,50
984,87
985,80
986,97
987,59
988,29
989,80
990,73
991,87
992,72
993,38
994,5
995,95
996,83
997,101
998,93
999,45
1000,38
1001,43
1002,50
1003,49
1004,72
1005,95
1006,21
1007,13
1008,73
1009,74
1010,93
1011,10
1012,71
1013,88
1014,43
1015,45
1016,35
1017,47
1018,74
1019,55
1020,42
1021,90
1022,46
1023,47
1024,81
1025,58
1026,97
1027,58
1028,36
1029,57
1030,84
1031,64
1032,29
1033,74
1034,37
1035,94
1036,93
1037,79
1038,28
1039,56
1040,43
1041,94
1042,53
1043,53
1044,90
1045,83
1046,29
1047,18
1048,13
1049,88
1050,58
1051,94
1052,96
1053,46
1054,45
1055,44
1056,89
1057,86
1058,60
1059,44
1060,98
1061,101
1062,88
1063,65
1064,37
1065,32
1066,70
1067,11
1068,7
1069,28
1070,73
1071,51
1072,2
1073,77
1074,41
1075,25
1076,87
1077,59
1078,24
1079,62
1080,76
1081,35
1082,57
1083,21
1084,47
1085,82
1086,29
1087,27
1088,65
1089,90
1090,13
1091,90
1092,88
1093,18
1094,34
1095,58
1096,78
1097,45
1098,50
1099,55
1100,16
1101,13
1102,35
1103,95
1104,83
1105,74
1106,65
1107,68
1108,93
1109,83
1110,72
1111,61
1112,82
1113,76
1114,1
1115,91
1116,62
1117,72
1118,74
1119,1
1120,43
1121,73
1122,49
1123,37
1124,50
1125,49
1126,85
1127,64
1128,41
1129,27
1130,12
1131,21
1132,77
1133,73
1134,50
1135,59
1136,74
1137,81
1138,36
1139,42
1140,45
1141,48
1142,45
1143,63
1144,64
1145,74
1146,85
1147,76
1148,95
1149,93
1150,87
1151,98
1152,87
1153,12
1154,1
1155,7
1156,7
1157,35
1158,74
1159,53
1160,26
1161,66
1162,73
1163,89
1164,7
1165,82
1166,71
1167,90
1168,101
1169,65
1170,51
1171,1
1172,81
1173,40
1174,42
1175,57
1176,25
1177,19
1178,6
1179,1
1180,42
1181,41
1182,39
1183,80
1184,76
1185,45
1186,42
1187,88
1188,88
1189,52
1190,5
1191,9
1192,8
1193,79
1194,25
1195,40
1196,76
1197,17
1198,95
1199,24
1200,17
1201,77
1202,55
1203,77
1204,82
1205,42
1206,6
1207,49
1208,71
1209,76
1210,52
1211,29
1212,29
1213,50
1214,35
1215,57
1216,28
1217,74
1218,35
1219,72
1220,77
1221,15
1222,45
1223,63
1224,36
1225,88
1226,72
1227,73
1228,101
1229,95
1230,77
1231,73
1232,51
1233,65
1234,87
1235,45
1236,35
1237,6
1238,82
1239,50
1240,45
1241,53
1242,50
1243,93
1244,52
1245,95
1246,30
1247,77
1248,81
1249,0
1250,74
1251,45
1252,84
1253,50
1254,24
1255,59
1256,57
1257,16
1258,88
1259,101
1260,62
1261,54
1262,25
1263,59
1264,88
1265,50
1266,76
1267,31
1268,54
1269,67
1270,16
1271,50
1272,48
1273,64
1274,42
1275,0
1276,50
1277,84
1278,29
1279,42
1280,49
1281,42
1282,90
1283,47
1284,36
1285,72
1286,17
1287,48
1288,93
1289,84
1290,86
1291,37
1292,46
1293,82
1294,11
1295,50
1296,86
1297,66
1298,29
1299,77
1300,95
1301,73
1302,56
1303,28
1304,29
1305,50
1306,29
1307,46
1308,9
1309,25
1310,76
1311,26
1312,42
1313,79
1314,2
1315,27
1316,53
1317,12
1318,72
1319,72
1320,50
1321,17
1322,26
1323,32
1324,80
1325,19
1326,20
1327,29
1328,35
1329,36
1330,17
1331,54
1332,82
1333,88
1334,50
1335,64
1336,94
1337,93
1338,72
1339,70
1340,24
1341,4
1342,43
1343,62
1344,95
1345,73
1346,44
1347,26
1348,87
1349,10
1350,90
1351,100
1352,77
1353,45
1354,92
1355,59
1356,72
1357,31
1358,41
1359,60
1360,73
1361,57
1362,29
1363,76
1364,42
1365,32
1366,29
1367,12
1368,68
1369,22
1370,48
1371,86
1372,59
1373,75
1374,5
1375,16
1376,10
1377,0
1378,72
1379,50
1380,94
1381,45
1382,8
1383,55
1384,74
1385,82
1386,77
1387,72
1388,96
1389,21
1390,6
1391,86
1392,76
1393,101
1394,28
1395,42
1396,76
1397,36
1398,45
1399,37
1400,23
1401,72
1402,83
1403,76
1404,95
1405,77
1406,73
1407,23
1408,28
1409,31
1410,81
1411,40
1412,32
1413,30
1414,36
1415,12
1416,32
1417,98
1418,16
1419,10
1420,24
1421,11
1422,85
1423,62
1424,66
1425,3
1426,42
1427,63
1428,53
1429,40
1430,35
1431,60
1432,49
1433,29
